Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
0.7755655078555878,1.7061684985238883,,1.4540248290482394,-1.2497149148237272,91.0
-0.38320541512537754,0.7249118741959361,,-1.4913151662724962,-0.9009252228363164,65.0
1.1618224821825762,-1.0644384407550358,,0.27588883091994515,-0.9009252228363164,45.0
0.0030515592016109113,-1.0067174628533915,,-0.9022471672083491,-0.9009252228363164,36.0
0.7755655078555878,0.32086502888442625,,0.8649568299840923,0.14544385312591604,66.0
-0.769462389452366,0.494027962589359,,1.4540248290482394,0.49423354511332684,61.0
0.7755655078555878,0.20542307308113777,,-0.9022471672083491,0.49423354511332684,63.0
1.1618224821825762,-1.4107643081649013,,-1.4913151662724962,0.49423354511332684,42.0
0.0030515592016109113,0.4363069846877148,,0.8649568299840923,-0.9009252228363164,61.0
-0.38320541512537754,1.1289587195074458,,-1.4913151662724962,-1.598504606811138,69.0
1.1618224821825762,1.2444006753107342,,-1.4913151662724962,0.14544385312591604,84.0
1.1618224821825762,0.5517489404910033,,-0.31317916814420194,-0.9009252228363164,73.0
-0.769462389452366,-1.2953223523616126,,1.4540248290482394,-0.9009252228363164,27.0
0.38930853352859934,-1.2953223523616126,,-1.4913151662724962,-0.9009252228363164,33.0
0.0030515592016109113,0.5517489404910033,,0.27588883091994515,1.1918129290881485,68.0
-1.1557193637793544,0.1477020951794935,,-1.4913151662724962,-0.5521355308489055,43.0
1.1618224821825762,0.20542307308113777,,0.8649568299840923,-0.20334583886149477,67.0
0.38930853352859934,0.7826328520975803,,0.27588883091994515,-0.9009252228363164,70.0
-1.1557193637793544,-0.8912755070501029,,-1.4913151662724962,1.5406026210755592,30.0
0.0030515592016109113,0.32086502888442625,,0.27588883091994515,-1.598504606811138,63.0
-1.541976338106343,1.7061684985238883,,-1.4913151662724962,-0.5521355308489055,71.0
0.38930853352859934,1.5330055648189556,,1.4540248290482394,-1.598504606811138,85.0
1.5480794565095646,0.26314405098278204,,0.27588883091994515,0.49423354511332684,73.0
-1.541976338106343,0.8980748079008688,,-0.9022471672083491,0.49423354511332684,57.0
-0.769462389452366,-0.48722866173859325,,-0.31317916814420194,-0.5521355308489055,35.0
0.7755655078555878,-0.429507683836949,,0.27588883091994515,-0.20334583886149477,49.0
-0.38320541512537754,0.5517489404910033,,0.8649568299840923,1.5406026210755592,66.0
1.5480794565095646,0.8403538299992245,,-0.31317916814420194,0.49423354511332684,83.0
-0.769462389452366,1.417563609015667,,-0.31317916814420194,0.14544385312591604,74.0
0.0030515592016109113,1.18667969740909,,-1.4913151662724962,-0.5521355308489055,74.0
-0.769462389452366,-0.48722866173859325,,0.27588883091994515,-0.5521355308489055,39.0
0.7755655078555878,-1.4684852860665454,,1.4540248290482394,-1.2497149148237272,36.0
0.0030515592016109113,0.03226013937620502,,-0.31317916814420194,1.5406026210755592,58.0
1.5480794565095646,-1.0067174628533915,,0.8649568299840923,-1.2497149148237272,47.0
0.7755655078555878,-0.14090279432872774,,1.4540248290482394,-0.5521355308489055,60.0
-1.1557193637793544,1.5907265427205997,,1.4540248290482394,-0.20334583886149477,74.0
-0.38320541512537754,-0.6026706175418817,,0.8649568299840923,-0.5521355308489055,42.0
1.5480794565095646,0.1477020951794935,,0.8649568299840923,-0.9009252228363164,68.0
-1.1557193637793544,-0.8335545291484587,,-1.4913151662724962,-1.2497149148237272,32.0
1.5480794565095646,-0.08318181642708349,,-0.9022471672083491,-0.5521355308489055,64.0
0.0030515592016109113,-0.429507683836949,,0.27588883091994515,-0.20334583886149477,45.0
-1.1557193637793544,-0.3717867059353047,,-0.31317916814420194,-1.598504606811138,39.0
-0.38320541512537754,0.20542307308113777,,0.27588883091994515,-1.598504606811138,58.0
0.7755655078555878,-1.353043330263257,,1.4540248290482394,0.14544385312591604,36.0
1.1618224821825762,0.4363069846877148,,-0.31317916814420194,-0.20334583886149477,71.0
-0.769462389452366,0.3785860067860705,,-1.4913151662724962,-0.5521355308489055,54.0
-1.541976338106343,-1.5262062639681897,,0.27588883091994515,-1.598504606811138,17.0
-0.38320541512537754,0.20542307308113777,,-1.4913151662724962,0.49423354511332684,54.0
-1.1557193637793544,0.6671908962942917,,-1.4913151662724962,-0.5521355308489055,58.0
1.1618224821825762,-0.48722866173859325,,0.27588883091994515,-0.9009252228363164,53.0
-0.38320541512537754,-1.4684852860665454,,0.27588883091994515,0.49423354511332684,27.0
-1.1557193637793544,1.1289587195074458,,-0.31317916814420194,-1.2497149148237272,65.0
0.38930853352859934,0.6671908962942917,,1.4540248290482394,1.5406026210755592,75.0
0.38930853352859934,-0.429507683836949,,1.4540248290482394,-1.598504606811138,52.0
-0.38320541512537754,1.3598426311140228,,0.8649568299840923,-0.5521355308489055,78.0
0.38930853352859934,1.7061684985238883,,-1.4913151662724962,0.8430232371007377,91.0
-1.1557193637793544,-0.8912755070501029,,1.4540248290482394,0.14544385312591604,33.0
-1.1557193637793544,0.03226013937620502,,-0.9022471672083491,1.1918129290881485,47.0
-0.38320541512537754,1.648447520622244,,-0.31317916814420194,-1.598504606811138,78.0
1.1618224821825762,-1.2376013744599685,,-0.31317916814420194,-1.598504606811138,38.0
0.7755655078555878,0.7249118741959361,,0.8649568299840923,-0.20334583886149477,70.0
1.5480794565095646,1.5907265427205997,,0.8649568299840923,0.14544385312591604,98.0
1.1618224821825762,1.3021216532123785,,-1.4913151662724962,0.8430232371007377,87.0
0.0030515592016109113,-0.31406572803366045,,-0.31317916814420194,-0.9009252228363164,49.0
-1.1557193637793544,-0.31406572803366045,,-0.31317916814420194,0.14544385312591604,41.0
0.0030515592016109113,1.0712377416058014,,-0.9022471672083491,-0.9009252228363164,71.0
1.1618224821825762,-0.5449496396402375,,-1.4913151662724962,0.8430232371007377,54.0
1.5480794565095646,-1.2376013744599685,,-1.4913151662724962,-0.5521355308489055,42.0
1.5480794565095646,1.417563609015667,,1.4540248290482394,-1.2497149148237272,91.0
-1.541976338106343,1.0135167637041573,,0.8649568299840923,1.1918129290881485,61.0
